image,mask
segmentation_data/train/78f63d808555_12.jpg,segmentation_data/train_masks/78f63d808555_12_mask.gif
segmentation_data/train/293a0fa72e5b_06.jpg,segmentation_data/train_masks/293a0fa72e5b_06_mask.gif
segmentation_data/train/154ee2b6d27a_13.jpg,segmentation_data/train_masks/154ee2b6d27a_13_mask.gif
segmentation_data/train/344ece157efc_02.jpg,segmentation_data/train_masks/344ece157efc_02_mask.gif
segmentation_data/train/dd47eb7ac4ee_10.jpg,segmentation_data/train_masks/dd47eb7ac4ee_10_mask.gif
segmentation_data/train/98ee0624de87_11.jpg,segmentation_data/train_masks/98ee0624de87_11_mask.gif
segmentation_data/train/7abaa38c227f_02.jpg,segmentation_data/train_masks/7abaa38c227f_02_mask.gif
segmentation_data/train/d61b6bfeabb2_02.jpg,segmentation_data/train_masks/d61b6bfeabb2_02_mask.gif
segmentation_data/train/ebfdf6ec7ede_14.jpg,segmentation_data/train_masks/ebfdf6ec7ede_14_mask.gif
segmentation_data/train/bb2f95262773_07.jpg,segmentation_data/train_masks/bb2f95262773_07_mask.gif
segmentation_data/train/bad53871c7d9_11.jpg,segmentation_data/train_masks/bad53871c7d9_11_mask.gif
segmentation_data/train/feaf59172a01_06.jpg,segmentation_data/train_masks/feaf59172a01_06_mask.gif
segmentation_data/train/cafee4122080_07.jpg,segmentation_data/train_masks/cafee4122080_07_mask.gif
segmentation_data/train/42d81612e2ce_08.jpg,segmentation_data/train_masks/42d81612e2ce_08_mask.gif
segmentation_data/train/42d81612e2ce_04.jpg,segmentation_data/train_masks/42d81612e2ce_04_mask.gif
segmentation_data/train/8d5423cb763c_04.jpg,segmentation_data/train_masks/8d5423cb763c_04_mask.gif
segmentation_data/train/5588758ee21c_02.jpg,segmentation_data/train_masks/5588758ee21c_02_mask.gif
segmentation_data/train/eb07e3f63ad2_16.jpg,segmentation_data/train_masks/eb07e3f63ad2_16_mask.gif
segmentation_data/train/fce0ba5b8ed7_16.jpg,segmentation_data/train_masks/fce0ba5b8ed7_16_mask.gif
segmentation_data/train/a078586ccdee_01.jpg,segmentation_data/train_masks/a078586ccdee_01_mask.gif
segmentation_data/train/fa613ac8eac5_06.jpg,segmentation_data/train_masks/fa613ac8eac5_06_mask.gif
segmentation_data/train/fce0ba5b8ed7_05.jpg,segmentation_data/train_masks/fce0ba5b8ed7_05_mask.gif
segmentation_data/train/364fd5fd7569_16.jpg,segmentation_data/train_masks/364fd5fd7569_16_mask.gif
segmentation_data/train/32ff007d9505_05.jpg,segmentation_data/train_masks/32ff007d9505_05_mask.gif
segmentation_data/train/a46baa0b3ac0_08.jpg,segmentation_data/train_masks/a46baa0b3ac0_08_mask.gif
segmentation_data/train/98ee0624de87_09.jpg,segmentation_data/train_masks/98ee0624de87_09_mask.gif
segmentation_data/train/9d8c465a0881_16.jpg,segmentation_data/train_masks/9d8c465a0881_16_mask.gif
segmentation_data/train/6bff9e10288e_04.jpg,segmentation_data/train_masks/6bff9e10288e_04_mask.gif
segmentation_data/train/fdc2c87853ce_06.jpg,segmentation_data/train_masks/fdc2c87853ce_06_mask.gif
segmentation_data/train/3c54e71fd2c9_08.jpg,segmentation_data/train_masks/3c54e71fd2c9_08_mask.gif
segmentation_data/train/5d95d80e10a9_12.jpg,segmentation_data/train_masks/5d95d80e10a9_12_mask.gif
segmentation_data/train/42415ff65013_11.jpg,segmentation_data/train_masks/42415ff65013_11_mask.gif
segmentation_data/train/2ea62c1beee7_15.jpg,segmentation_data/train_masks/2ea62c1beee7_15_mask.gif
segmentation_data/train/33a310ea7462_01.jpg,segmentation_data/train_masks/33a310ea7462_01_mask.gif
segmentation_data/train/683ddec95b82_11.jpg,segmentation_data/train_masks/683ddec95b82_11_mask.gif
segmentation_data/train/32ff007d9505_16.jpg,segmentation_data/train_masks/32ff007d9505_16_mask.gif
segmentation_data/train/6a951d3a3131_01.jpg,segmentation_data/train_masks/6a951d3a3131_01_mask.gif
segmentation_data/train/04bd942b463b_07.jpg,segmentation_data/train_masks/04bd942b463b_07_mask.gif
segmentation_data/train/316bbfd3d93d_11.jpg,segmentation_data/train_masks/316bbfd3d93d_11_mask.gif
segmentation_data/train/d8216041ffa9_03.jpg,segmentation_data/train_masks/d8216041ffa9_03_mask.gif
segmentation_data/train/7251c8797749_10.jpg,segmentation_data/train_masks/7251c8797749_10_mask.gif
segmentation_data/train/791c1a9775be_10.jpg,segmentation_data/train_masks/791c1a9775be_10_mask.gif
segmentation_data/train/d326cb5c3d12_08.jpg,segmentation_data/train_masks/d326cb5c3d12_08_mask.gif
segmentation_data/train/34b0c08544a5_09.jpg,segmentation_data/train_masks/34b0c08544a5_09_mask.gif
segmentation_data/train/364fd5fd7569_01.jpg,segmentation_data/train_masks/364fd5fd7569_01_mask.gif
segmentation_data/train/ae296a20fdd9_11.jpg,segmentation_data/train_masks/ae296a20fdd9_11_mask.gif
segmentation_data/train/31186febd775_05.jpg,segmentation_data/train_masks/31186febd775_05_mask.gif
segmentation_data/train/371f057d1242_11.jpg,segmentation_data/train_masks/371f057d1242_11_mask.gif
segmentation_data/train/419687d50dcd_13.jpg,segmentation_data/train_masks/419687d50dcd_13_mask.gif
segmentation_data/train/42a3297ccd4b_02.jpg,segmentation_data/train_masks/42a3297ccd4b_02_mask.gif
segmentation_data/train/364fd5fd7569_08.jpg,segmentation_data/train_masks/364fd5fd7569_08_mask.gif
segmentation_data/train/371f057d1242_13.jpg,segmentation_data/train_masks/371f057d1242_13_mask.gif
segmentation_data/train/99639c826ea5_15.jpg,segmentation_data/train_masks/99639c826ea5_15_mask.gif
segmentation_data/train/66fea07e1152_04.jpg,segmentation_data/train_masks/66fea07e1152_04_mask.gif
segmentation_data/train/c53e374fdd72_11.jpg,segmentation_data/train_masks/c53e374fdd72_11_mask.gif
segmentation_data/train/4baf50a3d8c2_15.jpg,segmentation_data/train_masks/4baf50a3d8c2_15_mask.gif
segmentation_data/train/90b65c521a8b_10.jpg,segmentation_data/train_masks/90b65c521a8b_10_mask.gif
segmentation_data/train/553c658b9efa_16.jpg,segmentation_data/train_masks/553c658b9efa_16_mask.gif
segmentation_data/train/245f9c9eab8a_08.jpg,segmentation_data/train_masks/245f9c9eab8a_08_mask.gif
segmentation_data/train/34b0c08544a5_07.jpg,segmentation_data/train_masks/34b0c08544a5_07_mask.gif
segmentation_data/train/61060ada97c9_14.jpg,segmentation_data/train_masks/61060ada97c9_14_mask.gif
segmentation_data/train/3810c5e1cdeb_13.jpg,segmentation_data/train_masks/3810c5e1cdeb_13_mask.gif
segmentation_data/train/c9f382c7349e_09.jpg,segmentation_data/train_masks/c9f382c7349e_09_mask.gif
segmentation_data/train/5df60cf7cab2_06.jpg,segmentation_data/train_masks/5df60cf7cab2_06_mask.gif
segmentation_data/train/6e016b8b3617_12.jpg,segmentation_data/train_masks/6e016b8b3617_12_mask.gif
segmentation_data/train/f591b4f2e006_06.jpg,segmentation_data/train_masks/f591b4f2e006_06_mask.gif
segmentation_data/train/61060ada97c9_05.jpg,segmentation_data/train_masks/61060ada97c9_05_mask.gif
segmentation_data/train/6c3470c34408_13.jpg,segmentation_data/train_masks/6c3470c34408_13_mask.gif
segmentation_data/train/4bea0766c14c_12.jpg,segmentation_data/train_masks/4bea0766c14c_12_mask.gif
segmentation_data/train/7ac210ba75a1_13.jpg,segmentation_data/train_masks/7ac210ba75a1_13_mask.gif
segmentation_data/train/4e308ad8a254_03.jpg,segmentation_data/train_masks/4e308ad8a254_03_mask.gif
segmentation_data/train/26ccab021981_02.jpg,segmentation_data/train_masks/26ccab021981_02_mask.gif
segmentation_data/train/5588758ee21c_06.jpg,segmentation_data/train_masks/5588758ee21c_06_mask.gif
segmentation_data/train/4e5ac4b9f074_05.jpg,segmentation_data/train_masks/4e5ac4b9f074_05_mask.gif
segmentation_data/train/bf9a32258ef4_11.jpg,segmentation_data/train_masks/bf9a32258ef4_11_mask.gif
segmentation_data/train/880ab8468df2_15.jpg,segmentation_data/train_masks/880ab8468df2_15_mask.gif
segmentation_data/train/0ed6904e1004_10.jpg,segmentation_data/train_masks/0ed6904e1004_10_mask.gif
segmentation_data/train/eaf9eb0b2293_09.jpg,segmentation_data/train_masks/eaf9eb0b2293_09_mask.gif
segmentation_data/train/ed13cbcdd5d8_09.jpg,segmentation_data/train_masks/ed13cbcdd5d8_09_mask.gif
segmentation_data/train/2af7c265531e_09.jpg,segmentation_data/train_masks/2af7c265531e_09_mask.gif
segmentation_data/train/1e89e1af42e7_10.jpg,segmentation_data/train_masks/1e89e1af42e7_10_mask.gif
segmentation_data/train/64f701f36437_12.jpg,segmentation_data/train_masks/64f701f36437_12_mask.gif
segmentation_data/train/151c7f2d4183_16.jpg,segmentation_data/train_masks/151c7f2d4183_16_mask.gif
segmentation_data/train/3f8d611822bc_13.jpg,segmentation_data/train_masks/3f8d611822bc_13_mask.gif
segmentation_data/train/a078586ccdee_11.jpg,segmentation_data/train_masks/a078586ccdee_11_mask.gif
segmentation_data/train/d1a3af34e674_14.jpg,segmentation_data/train_masks/d1a3af34e674_14_mask.gif
segmentation_data/train/47ea8f25c948_11.jpg,segmentation_data/train_masks/47ea8f25c948_11_mask.gif
segmentation_data/train/dc1c5c2b9e49_14.jpg,segmentation_data/train_masks/dc1c5c2b9e49_14_mask.gif
segmentation_data/train/9ab2a45de8c7_09.jpg,segmentation_data/train_masks/9ab2a45de8c7_09_mask.gif
segmentation_data/train/02159e548029_02.jpg,segmentation_data/train_masks/02159e548029_02_mask.gif
segmentation_data/train/9cc257b449d0_14.jpg,segmentation_data/train_masks/9cc257b449d0_14_mask.gif
segmentation_data/train/f3eee6348205_09.jpg,segmentation_data/train_masks/f3eee6348205_09_mask.gif
segmentation_data/train/6ba36af67cb0_05.jpg,segmentation_data/train_masks/6ba36af67cb0_05_mask.gif
segmentation_data/train/98ee0624de87_07.jpg,segmentation_data/train_masks/98ee0624de87_07_mask.gif
segmentation_data/train/1c5748340af8_05.jpg,segmentation_data/train_masks/1c5748340af8_05_mask.gif
segmentation_data/train/d61b6bfeabb2_08.jpg,segmentation_data/train_masks/d61b6bfeabb2_08_mask.gif
segmentation_data/train/69fba9e8f572_10.jpg,segmentation_data/train_masks/69fba9e8f572_10_mask.gif
segmentation_data/train/f98dbe8a5ee2_01.jpg,segmentation_data/train_masks/f98dbe8a5ee2_01_mask.gif
segmentation_data/train/6f6dced498c4_01.jpg,segmentation_data/train_masks/6f6dced498c4_01_mask.gif
segmentation_data/train/424658d9f222_14.jpg,segmentation_data/train_masks/424658d9f222_14_mask.gif
segmentation_data/train/c9f382c7349e_14.jpg,segmentation_data/train_masks/c9f382c7349e_14_mask.gif
segmentation_data/train/1390696b70b6_04.jpg,segmentation_data/train_masks/1390696b70b6_04_mask.gif
segmentation_data/train/3f8d611822bc_04.jpg,segmentation_data/train_masks/3f8d611822bc_04_mask.gif
segmentation_data/train/de3ca5ec1e59_05.jpg,segmentation_data/train_masks/de3ca5ec1e59_05_mask.gif
segmentation_data/train/21a7e6726ee3_13.jpg,segmentation_data/train_masks/21a7e6726ee3_13_mask.gif
segmentation_data/train/1c5748340af8_07.jpg,segmentation_data/train_masks/1c5748340af8_07_mask.gif
segmentation_data/train/2335eef27de6_05.jpg,segmentation_data/train_masks/2335eef27de6_05_mask.gif
segmentation_data/train/0ed6904e1004_15.jpg,segmentation_data/train_masks/0ed6904e1004_15_mask.gif
segmentation_data/train/b44091aa62e4_15.jpg,segmentation_data/train_masks/b44091aa62e4_15_mask.gif
segmentation_data/train/7ab9747cf6d7_03.jpg,segmentation_data/train_masks/7ab9747cf6d7_03_mask.gif
segmentation_data/train/c502287be9f6_13.jpg,segmentation_data/train_masks/c502287be9f6_13_mask.gif
segmentation_data/train/acb0fd30b83d_14.jpg,segmentation_data/train_masks/acb0fd30b83d_14_mask.gif
segmentation_data/train/eb07e3f63ad2_10.jpg,segmentation_data/train_masks/eb07e3f63ad2_10_mask.gif
segmentation_data/train/04bd942b463b_12.jpg,segmentation_data/train_masks/04bd942b463b_12_mask.gif
segmentation_data/train/791c1a9775be_15.jpg,segmentation_data/train_masks/791c1a9775be_15_mask.gif
segmentation_data/train/c7a94c46a3b2_07.jpg,segmentation_data/train_masks/c7a94c46a3b2_07_mask.gif
segmentation_data/train/bad53871c7d9_02.jpg,segmentation_data/train_masks/bad53871c7d9_02_mask.gif
segmentation_data/train/9d8c465a0881_15.jpg,segmentation_data/train_masks/9d8c465a0881_15_mask.gif
segmentation_data/train/878738468f6b_10.jpg,segmentation_data/train_masks/878738468f6b_10_mask.gif
segmentation_data/train/eefc0d8c94f0_10.jpg,segmentation_data/train_masks/eefc0d8c94f0_10_mask.gif
segmentation_data/train/293a0fa72e5b_08.jpg,segmentation_data/train_masks/293a0fa72e5b_08_mask.gif
segmentation_data/train/f00905abd3d7_12.jpg,segmentation_data/train_masks/f00905abd3d7_12_mask.gif
segmentation_data/train/4a4364d7fc6d_08.jpg,segmentation_data/train_masks/4a4364d7fc6d_08_mask.gif
segmentation_data/train/f70052627830_13.jpg,segmentation_data/train_masks/f70052627830_13_mask.gif
segmentation_data/train/eb07e3f63ad2_02.jpg,segmentation_data/train_masks/eb07e3f63ad2_02_mask.gif
segmentation_data/train/e05b96cc2b0d_12.jpg,segmentation_data/train_masks/e05b96cc2b0d_12_mask.gif
segmentation_data/train/6c0cd487abcd_04.jpg,segmentation_data/train_masks/6c0cd487abcd_04_mask.gif
segmentation_data/train/0795e132d090_01.jpg,segmentation_data/train_masks/0795e132d090_01_mask.gif
segmentation_data/train/fecea3036c59_09.jpg,segmentation_data/train_masks/fecea3036c59_09_mask.gif
segmentation_data/train/3afec4b5ac07_05.jpg,segmentation_data/train_masks/3afec4b5ac07_05_mask.gif
segmentation_data/train/424658d9f222_16.jpg,segmentation_data/train_masks/424658d9f222_16_mask.gif
segmentation_data/train/1e6f48393e17_14.jpg,segmentation_data/train_masks/1e6f48393e17_14_mask.gif
segmentation_data/train/6d21aad248e4_01.jpg,segmentation_data/train_masks/6d21aad248e4_01_mask.gif
segmentation_data/train/c2fd64144e97_15.jpg,segmentation_data/train_masks/c2fd64144e97_15_mask.gif
segmentation_data/train/1b25ea8ba94d_07.jpg,segmentation_data/train_masks/1b25ea8ba94d_07_mask.gif
segmentation_data/train/69fba9e8f572_09.jpg,segmentation_data/train_masks/69fba9e8f572_09_mask.gif
segmentation_data/train/7251c8797749_06.jpg,segmentation_data/train_masks/7251c8797749_06_mask.gif
segmentation_data/train/28109f18d9d4_13.jpg,segmentation_data/train_masks/28109f18d9d4_13_mask.gif
segmentation_data/train/34defeec3ce6_14.jpg,segmentation_data/train_masks/34defeec3ce6_14_mask.gif
segmentation_data/train/0495dcf27283_04.jpg,segmentation_data/train_masks/0495dcf27283_04_mask.gif
segmentation_data/train/42b3feca1993_15.jpg,segmentation_data/train_masks/42b3feca1993_15_mask.gif
segmentation_data/train/fa613ac8eac5_01.jpg,segmentation_data/train_masks/fa613ac8eac5_01_mask.gif
segmentation_data/train/f70052627830_09.jpg,segmentation_data/train_masks/f70052627830_09_mask.gif
segmentation_data/train/cf89c3220bc4_08.jpg,segmentation_data/train_masks/cf89c3220bc4_08_mask.gif
segmentation_data/train/1adaeb44f109_07.jpg,segmentation_data/train_masks/1adaeb44f109_07_mask.gif
segmentation_data/train/cf5add31c130_11.jpg,segmentation_data/train_masks/cf5add31c130_11_mask.gif
segmentation_data/train/c52b272a5329_04.jpg,segmentation_data/train_masks/c52b272a5329_04_mask.gif
